attendance,midsem,assignment,gpa,quiz,result
83,18,2,10.0,3,1
99,10,1,0.2,2,1
8,4,3,9.7,4,0
37,1,3,2.4,3,0
47,9,4,6.9,2,1
59,15,3,2.9,2,1
62,12,5,5.2,5,1
85,7,4,5.1,2,1
1,8,4,3.6,3,0
87,10,2,7.2,1,1
71,10,0,6.0,4,1
10,15,3,5.1,2,0
63,9,0,9.8,3,1
76,11,0,9.4,5,1
80,5,0,9.6,0,0
71,11,4,8.8,5,1
20,9,0,2.6,4,0
17,17,3,3.5,0,1
93,17,4,2.3,0,1
63,3,3,9.9,5,1
81,8,4,1.5,3,1
94,6,1,3.7,5,0
37,17,1,2.0,1,1
31,7,1,2.2,3,0
10,10,1,2.5,3,0
44,6,4,6.4,4,0
88,8,0,0.8,3,0
32,7,2,5.7,4,0
40,2,5,8.2,2,0
7,16,2,7.7,4,1
10,1,1,1.5,3,0
85,14,0,9.1,2,1
50,13,3,7.7,2,1
87,17,0,0.1,1,1
40,15,3,7.4,5,1
16,19,2,7.4,3,1
75,3,0,5.0,0,0
45,19,0,0.5,5,1
31,5,5,5.8,3,0
78,5,2,7.7,0,1
79,10,0,2.7,5,1
53,16,3,6.7,1,1
85,2,0,3.5,3,0
91,12,3,5.7,5,1
19,2,1,3.8,1,0
32,15,0,3.0,0,0
73,14,3,8.6,4,1
39,10,2,7.5,3,0
31,17,1,3.5,2,0
96,14,0,4.3,2,1
1,4,5,6.9,1,0
96,15,3,8.1,4,1
32,15,5,6.8,2,1
76,16,0,5.4,2,1
29,8,3,9.5,3,0
32,2,0,7.7,2,0
76,19,1,1.2,0,1
25,12,1,5.6,1,0
21,2,0,4.1,5,0
65,6,0,7.9,2,0
37,5,4,0.4,3,0
89,8,0,4.1,5,1
45,11,0,3.2,0,0
14,14,5,1.4,5,1
97,20,5,3.8,2,1
43,19,1,6.7,1,1
48,2,5,3.6,1,0
74,9,0,5.8,1,0
60,0,2,5.9,2,0
66,18,0,5.9,0,1
5,18,4,5.3,4,1
8,12,3,1.2,5,0
5,11,1,2.2,1,0
72,0,5,8.0,0,0
94,18,2,5.0,3,1
31,15,3,7.1,3,1
40,14,2,5.7,0,0
75,15,1,0.4,3,1
7,10,5,8.0,3,0
71,5,4,0.6,1,0
49,10,1,9.4,2,0
91,2,2,2.2,2,0
61,14,2,5.1,2,1
83,0,1,0.6,2,0
61,6,0,8.9,0,0
6,0,1,9.8,1,0
74,16,5,1.5,0,1
83,8,5,3.0,5,1
79,12,4,0.2,5,1
3,10,1,7.9,3,0
5,19,3,3.1,1,0
57,5,5,5.9,4,1
21,0,5,0.4,2,0
25,6,5,7.2,5,1
2,11,0,5.3,5,0
40,19,3,7.2,3,1
59,18,1,7.9,2,1
13,16,0,0.9,2,0
74,3,5,5.8,2,1
81,2,3,6.5,5,1
11,0,3,5.2,4,0
86,17,0,1.8,3,1
11,20,5,8.0,2,1
12,14,0,10.0,2,0
24,7,2,9.7,1,0
44,0,5,7.8,2,0
18,19,0,4.2,1,0
54,13,1,3.4,3,1
99,3,5,0.7,3,1
44,4,4,4.2,3,0
7,12,5,1.6,1,0
92,14,2,2.5,5,1
52,5,0,8.9,5,0
54,0,4,9.7,4,0
31,18,2,9.5,4,1
50,12,1,1.9,5,1
43,5,5,9.0,5,1
81,14,4,1.4,2,1
69,15,0,5.1,3,1
17,15,0,6.4,5,1
82,9,1,4.6,0,0
21,8,2,9.5,5,0
36,8,4,3.3,2,0
95,16,1,5.3,5,1
55,16,2,0.8,4,1
58,16,3,8.5,4,1
2,11,3,4.1,3,0
27,12,2,7.0,1,0
73,11,0,6.8,2,1
34,13,0,6.8,1,0
60,9,3,5.1,4,1
92,18,0,2.8,3,1
53,1,0,6.3,4,0
62,3,2,9.6,3,1
78,18,5,8.3,5,1
96,6,2,1.1,0,0
6,14,0,0.2,1,0
75,14,2,5.0,2,1
48,5,4,7.8,3,0
93,2,3,3.1,5,1
84,5,5,7.0,5,1
30,15,4,9.3,0,1
57,1,4,4.6,5,0
60,6,0,2.4,5,0
23,10,0,9.2,0,0
19,6,4,4.7,1,0
36,3,4,4.1,5,0
3,19,1,3.5,3,0
91,6,1,4.2,2,1
19,3,3,6.7,2,0
59,11,4,4.3,2,1
23,4,2,3.2,4,0
49,18,5,7.4,4,1
48,4,1,2.0,3,0
50,18,0,2.0,5,1
95,20,4,7.0,5,1
35,2,2,8.7,2,0
97,10,5,2.4,0,1
99,6,2,1.9,5,1
65,16,2,6.7,2,1
78,8,0,6.2,3,0
33,20,1,4.5,2,1
35,8,2,1.0,1,0
5,9,5,0.9,2,0
38,12,1,7.8,5,0
41,14,3,4.5,5,1
57,4,0,8.6,0,0
11,2,1,5.7,3,0
2,7,1,6.2,3,0
17,19,2,9.3,0,1
39,9,5,1.6,3,1
20,12,2,5.4,2,0
14,2,5,0.6,3,0
96,7,0,3.6,2,1
98,8,1,1.5,3,1
25,20,4,1.9,5,1
7,11,5,9.3,2,1
99,10,5,6.1,2,1
93,1,2,8.9,5,0
86,17,2,4.4,0,1
41,8,3,6.0,0,0
43,1,5,0.3,5,0
13,1,0,4.7,4,0
77,2,1,5.6,0,0
1,15,1,0.2,2,0
36,18,1,7.9,2,1
68,3,5,3.0,3,0
37,17,2,4.5,3,1
40,19,0,5.4,4,1
61,17,1,9.9,2,1
59,9,5,1.0,4,1
13,10,4,5.6,2,0
88,16,3,5.3,0,1
83,19,3,0.7,3,1
1,15,1,6.3,5,0
69,19,2,2.9,5,1
16,12,3,1.0,4,0
88,1,3,1.8,1,0
27,1,3,8.2,5,0
65,13,3,1.0,2,1
34,3,1,4.7,0,0
100,16,5,2.0,1,1
4,12,0,1.6,0,0
64,3,0,2.1,0,0
39,2,2,4.9,2,0
75,11,5,2.4,0,1
55,7,4,1.0,4,0
35,1,0,8.0,1,0
44,5,4,5.4,0,0
22,9,0,1.6,5,0
46,11,0,4.7,5,0
30,20,2,0.7,0,0
10,9,3,5.8,3,0
9,9,2,3.4,3,0
66,2,0,1.0,4,0
13,19,5,1.8,5,1
79,9,3,3.5,3,1
73,8,5,8.1,0,1
92,19,5,1.7,5,1
9,18,5,1.1,0,0
75,13,3,5.2,1,1
93,1,5,5.6,5,1
0,4,3,0.9,3,0
4,19,4,2.8,2,1
19,7,0,2.6,3,0
7,6,1,1.9,0,0
42,5,5,3.2,1,0
75,10,2,0.4,3,1
0,11,4,6.5,1,0
56,17,2,9.9,3,1
63,18,1,6.3,4,1
83,9,3,3.6,0,1
27,20,1,6.7,0,0
36,13,2,5.7,2,0
46,2,1,8.5,0,0
100,17,0,6.2,2,1
75,14,1,6.3,0,1
36,5,5,2.2,3,0
48,9,0,4.2,3,0
43,11,5,3.4,4,1
55,6,1,0.1,3,0
27,16,0,3.1,1,0
78,0,0,4.9,3,0
5,17,1,6.0,2,0
60,14,4,9.3,5,1
19,18,3,2.4,4,1
77,0,3,1.5,5,0
1,4,3,8.7,5,0
72,14,0,9.4,1,1
36,2,3,4.9,1,0
19,0,0,1.2,0,0
25,7,4,4.9,2,0
28,11,1,1.1,5,0
0,18,1,8.8,3,0
34,11,0,7.1,3,0
69,12,0,2.4,0,0
100,0,4,8.9,3,1
58,18,3,6.4,1,1
68,5,4,9.5,3,1
32,7,1,9.8,5,0
50,3,1,0.0,3,0
77,4,5,1.2,1,0
11,6,3,5.5,2,0
19,3,1,9.6,5,0
52,19,5,9.9,2,1
87,3,0,5.7,1,0
42,14,1,1.7,1,0
97,20,2,1.6,5,1
88,4,3,7.6,4,1
49,8,5,5.9,4,1
28,1,3,5.5,3,0
56,6,3,4.7,5,1
38,16,2,7.3,5,1
94,15,4,8.6,3,1
55,16,0,3.0,4,1
42,19,3,2.2,3,1
49,1,1,6.7,2,0
22,10,0,9.1,2,0
43,1,1,3.5,0,0
37,0,0,2.7,4,0
83,1,0,2.3,2,0
22,8,5,2.5,0,0
44,1,1,1.3,1,0
51,14,1,6.0,5,1
79,9,0,2.8,2,0
49,14,3,6.1,0,1
7,9,1,0.8,3,0
84,16,2,1.2,5,1
0,8,2,5.4,0,0
7,17,0,5.1,2,0
28,3,4,2.7,3,0
95,8,0,8.3,3,1
4,15,0,1.9,0,0
85,3,3,3.6,0,0
46,15,3,5.6,2,1
33,18,5,8.7,3,1
64,0,4,4.2,4,0
54,5,4,4.0,0,0
89,9,4,5.8,4,1
42,15,4,3.2,4,1
73,3,4,7.1,3,1
29,12,0,2.5,2,0
81,15,0,8.2,4,1
16,19,5,2.7,2,1
25,5,2,9.9,0,0
7,10,2,3.2,3,0
46,2,5,8.8,1,0
75,19,5,4.0,3,1
90,9,1,2.5,1,0
71,0,0,2.3,5,0
88,19,4,8.5,0,1
45,10,1,3.1,2,0
67,11,3,3.4,0,0
32,13,0,2.0,3,0
0,7,5,9.6,1,0
18,10,2,2.4,5,0
30,3,0,2.5,1,0
79,6,5,9.4,3,1
13,9,0,9.0,3,0
52,18,0,2.5,0,0
47,3,0,8.6,4,0
68,1,3,2.5,1,0
89,20,2,0.8,3,1
61,17,0,8.2,0,1
91,13,5,7.7,4,1
65,15,3,2.9,2,1
63,10,1,0.9,3,0
69,9,0,2.1,4,0
62,16,3,7.7,2,1
72,13,4,9.6,5,1
32,3,1,2.6,2,0
40,18,2,8.2,0,1
88,1,0,2.3,1,0
47,6,0,6.8,3,0
12,8,3,0.8,4,0
72,18,2,5.9,5,1
76,15,4,2.7,5,1
30,15,1,9.3,2,1
74,17,5,2.9,5,1
67,20,2,4.0,1,1
97,20,0,8.4,2,1
3,10,3,4.4,3,0
18,6,4,2.4,3,0
69,8,3,5.5,5,1
97,3,1,8.4,0,0
81,12,2,4.3,3,1
12,3,3,1.3,3,0
22,18,5,3.8,3,1
82,1,5,9.5,1,1
74,8,3,0.7,4,1
0,11,0,4.1,4,0
87,1,3,6.5,5,1
53,5,4,0.8,3,0
70,4,2,3.4,4,0
88,4,1,9.4,5,1
84,19,5,0.3,3,1
14,4,3,7.5,4,0
64,3,4,8.4,4,1
75,8,5,2.8,5,1
70,9,5,2.1,2,1
14,15,1,9.1,5,1
20,9,5,7.6,1,0
18,9,4,1.1,2,0
59,18,5,2.1,2,1
92,9,5,6.2,4,1
88,5,3,4.2,0,0
32,16,3,5.0,0,0
48,4,2,9.5,1,0
95,5,0,4.2,3,0
34,14,4,8.8,4,1
43,18,0,6.6,1,1
89,17,0,1.2,2,1
10,3,5,7.4,4,0
98,7,1,5.2,2,1
71,15,1,2.3,1,1
77,18,5,2.9,0,1
73,19,4,5.6,1,1
65,2,0,6.0,5,0
45,9,2,9.7,4,1
8,1,0,8.5,4,0
2,3,1,2.1,3,0
84,5,0,7.7,0,0
25,10,3,0.1,4,0
71,13,3,1.3,0,1
47,15,2,2.0,4,1
65,20,4,6.0,0,1
69,18,0,1.9,5,1
27,1,3,3.7,1,0
92,16,4,2.4,0,1
25,8,3,3.4,2,0
24,16,4,9.4,5,1
11,14,4,10.0,1,1
4,6,3,6.9,4,0
97,18,5,5.7,4,1
47,2,1,7.1,3,0
36,0,4,7.7,5,0
78,3,5,7.4,2,1
43,17,0,0.8,5,1
99,7,5,3.1,3,1
14,18,3,3.4,5,1
42,5,5,3.7,1,0
47,0,1,3.4,3,0
86,7,3,7.9,1,1
69,0,2,7.5,3,0
45,18,0,0.0,0,0
42,10,2,3.0,1,0
20,20,5,6.2,1,1
22,14,4,1.2,0,0
79,10,5,0.7,0,1
46,18,4,8.3,2,1
14,20,2,4.5,0,0
24,9,2,8.6,3,0
35,11,4,8.2,0,0
74,0,1,8.9,0,0
50,6,0,0.5,1,0
14,16,3,1.9,1,0
67,9,2,3.0,5,1
20,5,0,1.4,0,0
12,16,3,4.9,2,0
85,17,5,8.0,1,1
18,4,3,9.5,3,0
33,17,2,8.9,5,1
77,16,1,4.6,3,1
67,15,1,6.4,0,1
51,7,0,2.3,0,0
26,12,5,4.0,2,1
28,15,0,8.7,0,0
27,10,4,0.3,5,1
34,5,1,5.3,4,0
7,2,0,8.7,4,0
15,0,4,1.2,0,0
35,17,5,9.8,5,1
29,4,3,0.1,4,0
17,12,0,8.9,3,0
1,9,4,3.5,5,0
48,4,1,1.3,5,0
76,13,3,1.6,0,1
3,16,0,7.0,3,0
89,0,1,8.7,3,0
88,1,3,6.4,4,1
93,6,2,9.3,2,1
74,9,1,8.4,3,1
6,19,2,0.1,4,0
94,6,5,6.7,2,1
73,15,0,3.0,5,1
38,4,4,4.5,4,0
12,11,0,0.9,4,0
30,16,1,2.8,0,0
70,15,2,6.3,5,1
62,19,2,2.2,5,1
55,15,3,6.5,1,1
41,18,0,9.2,2,1
60,14,0,0.0,4,0
41,11,1,7.9,3,0
55,20,2,6.4,3,1
35,9,1,0.5,1,0
83,1,1,7.9,2,0
67,6,5,2.2,0,0
6,12,2,2.7,2,0
53,2,1,0.9,3,0
0,14,2,5.3,3,0
43,0,1,5.0,0,0
44,2,4,3.5,0,0
46,9,1,1.7,3,0
12,14,1,8.4,4,0
21,5,4,8.8,4,0
20,19,0,5.4,0,0
85,14,2,2.4,5,1
91,20,3,1.0,4,1
8,6,4,8.7,0,0
25,20,0,1.0,2,0
8,4,1,0.1,2,0
14,3,5,4.7,2,0
9,17,0,7.3,0,0
87,2,4,4.6,0,0
41,16,5,0.5,4,1
71,17,1,6.9,4,1
23,17,0,6.4,4,0
79,1,3,6.8,1,0
48,12,2,2.1,0,0
25,14,2,8.0,5,1
90,4,4,4.8,2,1
36,2,1,5.4,2,0
67,4,1,5.5,1,0
49,4,2,2.9,1,0
23,4,0,2.5,2,0
18,2,1,0.0,0,0
99,2,3,4.0,2,1
59,19,3,4.9,2,1
38,17,1,7.4,5,1
73,19,1,0.7,1,1
88,3,2,9.2,1,0
17,0,4,2.6,4,0
18,15,2,3.7,1,0
35,7,4,0.5,5,1
73,16,3,6.5,5,1
96,7,4,7.1,2,1
54,6,2,9.3,5,0
68,7,1,3.4,4,0
46,20,4,2.6,2,1
48,11,2,7.3,0,0
98,15,3,7.1,0,1
97,11,5,9.4,1,1
32,18,4,2.1,4,1
20,9,3,7.1,5,0
80,6,3,0.7,3,1
21,11,0,4.8,0,0
47,19,5,1.2,5,1
36,4,4,6.5,0,0
14,15,2,6.0,0,0
34,8,4,0.5,0,0
91,6,4,3.2,1,1
70,19,5,4.0,4,1
31,13,3,2.5,0,0
10,10,3,0.4,5,0
9,6,3,3.2,5,0
72,9,3,7.9,1,1
77,8,5,3.6,4,1
76,3,2,3.2,4,0
56,15,1,9.4,3,1
24,9,0,0.4,2,0
1,18,3,7.7,0,0
63,16,3,4.8,1,1
34,8,0,9.4,4,0
6,12,3,3.9,3,0
84,0,1,7.1,2,0
17,1,4,0.7,4,0
66,12,0,9.3,4,1
41,8,2,3.4,0,0
38,6,0,5.2,2,0
40,15,1,1.4,2,0
74,18,5,9.5,1,1
23,6,2,6.7,3,0
59,5,4,0.5,5,0
45,17,3,1.6,1,1
18,18,0,4.0,3,0
67,10,2,2.2,1,0
89,11,0,3.0,3,1
41,9,4,10.0,5,1
31,12,0,6.6,0,0
38,11,2,9.2,3,1
35,20,1,4.4,5,1
100,9,5,7.1,1,1
96,19,2,4.6,2,1
35,17,0,3.3,4,1
2,3,4,5.2,5,0
72,4,3,4.3,5,1
7,4,3,9.8,5,0
96,11,4,5.0,3,1
69,2,0,8.1,3,0
40,7,5,6.7,2,1
67,1,4,4.8,0,0
12,17,0,4.7,1,0
48,8,2,3.4,0,0
59,12,5,1.1,3,1
1,6,1,7.6,3,0
59,9,0,9.2,5,0
4,8,3,2.2,5,0
43,14,3,9.3,0,1
26,4,5,2.3,1,0
31,11,1,5.3,3,0
20,0,0,3.4,3,0
7,11,1,1.1,0,0
71,5,2,0.5,4,0
49,18,1,3.7,5,1
66,18,2,0.5,2,1
43,15,3,1.0,3,1
57,18,2,1.4,1,1
2,2,0,0.0,4,0
85,9,5,1.5,0,1
69,17,5,5.8,0,1
1,12,0,8.2,1,0
86,17,0,1.9,5,1
43,2,0,0.8,5,0
1,2,4,7.3,4,0
80,11,2,0.1,1,0
34,19,0,7.3,3,1
97,6,5,1.3,4,1
86,7,1,2.3,2,1
29,8,1,1.2,2,0
7,13,4,2.5,1,0
21,4,2,8.0,2,0
43,20,2,1.3,1,1
57,18,2,9.9,3,1
35,20,5,3.3,5,1
68,15,5,9.2,3,1
76,11,4,1.9,1,1
92,20,2,1.9,3,1
30,3,2,5.7,2,0
46,7,0,0.5,3,0
54,6,2,8.0,2,0
79,14,5,4.4,5,1
61,5,0,7.0,5,0
29,4,0,1.7,2,0
54,13,2,6.4,0,1
15,20,1,5.9,3,1
11,12,3,7.6,3,0
16,9,5,3.0,1,0
15,17,1,9.3,1,0
11,3,2,9.6,4,0
7,7,2,8.7,2,0
83,10,1,5.7,5,1
2,16,2,4.2,5,1
15,17,5,0.6,0,1
29,20,0,9.5,2,1
22,10,4,9.5,3,1
91,15,2,0.2,4,1
4,11,2,3.6,2,0
83,12,1,8.8,4,1
64,15,0,0.8,2,0
29,20,1,2.0,3,1
20,0,5,9.8,3,0
83,15,1,8.5,2,1
69,14,2,9.1,5,1
21,5,0,1.4,5,0
81,11,5,2.1,0,1
71,7,2,6.1,3,1
31,6,5,5.0,1,0
32,1,2,3.0,0,0
15,11,2,8.8,2,0
75,20,2,9.0,0,1
37,13,4,2.9,1,1
97,15,3,1.6,3,1
13,10,0,1.5,3,0
35,19,4,4.8,5,1
96,8,3,1.3,3,1
22,9,5,4.7,5,1
65,16,3,4.6,1,1
84,11,3,8.8,0,1
1,5,4,3.0,2,0
90,18,0,5.6,2,1
72,10,1,7.4,0,0
64,8,3,6.0,3,1
74,20,1,9.5,5,1
66,5,1,6.0,2,0
51,15,2,9.0,3,1
61,19,1,2.5,4,1
22,15,5,5.6,4,1
25,5,5,5.4,2,0
67,4,2,9.9,0,0
81,20,0,2.0,0,1
54,3,0,1.4,0,0
5,1,5,6.1,3,0
34,5,2,2.2,4,0
21,8,0,6.4,3,0
42,16,3,9.7,1,1
14,13,0,9.5,1,0
85,6,2,2.3,2,0
59,18,5,1.7,1,1
100,0,3,5.6,0,0
11,19,1,5.9,2,1
48,14,1,6.6,4,1
41,17,1,7.4,5,1
37,2,5,6.0,4,0
81,17,2,1.1,1,1
44,1,1,7.9,1,0
34,9,0,0.8,4,0
29,10,1,0.2,1,0
87,2,4,7.7,1,1
29,6,5,5.5,3,0
77,7,4,7.0,5,1
5,18,1,3.8,5,1
66,17,1,0.1,4,1
79,12,4,3.3,4,1
6,12,5,6.1,1,0
51,18,5,2.3,0,1
13,11,1,6.9,3,0
72,16,5,7.9,0,1
14,11,3,4.5,1,0
20,12,5,8.8,4,1
34,11,4,8.5,0,0
65,18,2,8.8,5,1
90,13,4,6.6,2,1
1,6,0,3.0,0,0
34,12,3,4.8,4,0
81,5,2,7.1,5,1
77,18,1,2.1,1,1
19,18,0,7.4,0,0
81,3,0,5.5,1,0
9,18,3,1.0,3,1
24,8,2,5.6,2,0
65,15,0,0.7,4,0
24,3,2,0.1,4,0
53,5,2,8.9,1,0
32,7,5,4.9,2,0
35,15,0,5.4,5,1
94,4,2,2.8,4,0
13,20,3,5.4,0,1
64,9,0,1.7,4,0
79,12,3,7.5,0,1
53,13,3,8.2,4,1
51,6,2,8.6,0,0
2,19,2,1.1,3,0
98,5,5,5.6,1,1
40,6,5,8.1,5,1
5,4,0,1.3,5,0
24,20,5,1.0,3,1
12,17,1,8.2,5,1
97,11,0,8.0,0,1
7,5,3,4.5,5,0
20,0,5,1.1,1,0
97,3,5,5.2,2,1
67,18,5,3.9,0,1
24,11,2,5.2,5,0
78,14,3,4.4,4,1
67,2,5,5.7,4,1
44,19,4,7.3,2,1
59,7,4,7.7,3,1
11,10,3,6.5,0,0
31,15,5,2.0,4,1
95,8,1,4.0,1,1
91,2,1,0.7,2,0
12,4,0,4.5,3,0
30,19,0,9.7,3,1
77,13,5,6.4,1,1
19,14,0,1.5,5,0
17,5,2,2.7,1,0
92,3,1,0.6,5,0
59,7,3,1.8,2,1
62,18,5,4.9,1,1
5,4,5,3.4,4,0
31,12,4,2.0,3,0
92,15,1,1.5,5,1
42,0,1,6.6,1,0
1,12,1,5.6,0,0
59,10,0,8.4,1,0
22,20,2,1.8,5,1
82,7,3,8.5,3,1
30,7,0,5.8,4,0
4,13,2,2.7,1,0
82,12,1,2.7,4,1
33,2,2,3.9,0,0
9,3,0,4.6,5,0
88,19,1,0.8,3,1
1,14,0,8.4,2,0
10,14,3,1.2,3,0
49,20,1,4.8,5,1
30,12,2,3.8,2,0
55,8,0,5.1,2,0
78,9,4,8.9,3,1
72,11,2,9.9,5,1
86,13,2,0.2,2,1
82,0,1,3.9,5,0
8,13,5,8.2,4,1
98,13,2,3.3,0,1
20,7,0,6.5,1,0
72,15,4,9.9,5,1
27,13,3,6.5,5,1
61,0,4,1.1,2,0
6,15,0,8.4,5,0
79,17,1,9.7,5,1
15,6,0,7.1,2,0
96,14,5,4.2,3,1
3,16,5,9.5,5,1
3,18,5,9.7,4,1
39,12,2,9.4,1,1
16,8,1,4.1,5,0
100,14,5,7.9,2,1
51,2,3,6.5,4,0
92,0,3,1.8,1,0
51,15,0,5.4,3,1
35,7,5,7.5,5,1
37,12,2,9.0,2,0
49,7,3,8.6,3,0
62,16,4,1.5,5,1
100,13,1,4.9,3,1
62,20,4,4.8,2,1
61,20,3,9.0,4,1
98,6,3,0.0,4,1
6,14,0,7.4,3,0
26,15,0,6.2,3,0
91,18,5,9.2,5,1
85,5,1,4.6,0,0
13,0,5,6.6,1,0
70,11,0,9.7,5,1
100,17,2,7.4,3,1
85,15,1,0.7,3,1
4,11,2,1.7,1,0
54,19,5,8.2,2,1
1,12,0,3.3,4,0
61,7,1,7.1,2,0
90,0,5,7.0,1,1
20,20,3,9.9,1,1
78,6,5,4.7,0,0
20,14,4,7.4,5,1
9,12,3,0.5,5,0
86,12,2,4.6,5,1
57,8,3,1.9,5,1
38,14,5,8.4,0,1
4,3,3,8.4,4,0
64,12,4,2.4,5,1
12,11,5,3.2,3,0
84,4,4,7.0,1,1
89,6,3,7.4,0,1
84,7,4,6.6,2,1
52,4,3,10.0,5,1
81,8,1,8.7,0,0
100,13,3,4.2,2,1
44,11,0,3.3,0,0
31,3,4,6.0,2,0
35,19,4,8.2,0,1
80,7,2,4.8,0,0
98,16,2,7.4,5,1
59,7,0,0.2,4,0
10,20,4,9.3,3,1
62,0,4,7.7,1,0
20,19,2,3.9,3,1
51,1,2,3.8,4,0
54,3,3,1.0,5,0
25,20,5,8.2,2,1
67,0,4,7.7,3,0
33,6,4,6.3,1,0
51,0,3,1.0,5,0
81,8,4,2.6,1,1
98,2,0,4.6,2,0
92,11,2,2.7,1,1
51,18,2,4.3,4,1
28,14,5,2.3,3,1
37,15,2,3.5,1,1
41,9,1,6.5,3,0
20,5,0,8.9,0,0
41,16,0,3.9,3,1
12,20,3,6.9,2,1
63,16,1,1.3,4,1
16,20,4,5.4,5,1
8,18,5,9.2,1,1
40,17,0,0.3,5,1
0,10,1,2.7,4,0
1,6,1,1.3,3,0
59,9,0,5.3,1,0
47,6,3,6.8,4,0
28,4,1,0.6,2,0
96,11,2,0.7,0,1
9,15,1,8.7,0,0
57,20,4,4.6,2,1
59,17,0,4.6,5,1
20,2,4,9.4,0,0
27,19,3,3.2,2,1
74,14,5,9.0,3,1
33,4,2,9.7,5,0
7,12,0,2.4,5,0
58,18,1,5.1,2,1
85,11,2,5.3,0,1
71,20,1,8.7,3,1
48,4,3,3.0,5,0
78,5,5,8.0,2,1
16,6,0,9.7,2,0
59,9,3,8.4,5,1
86,15,3,9.1,5,1
87,7,5,7.1,3,1
44,8,3,9.0,5,1
82,3,3,1.6,1,0
68,20,1,7.1,0,1
31,20,4,7.3,5,1
43,7,1,4.4,1,0
64,6,5,0.8,3,1
86,14,2,6.2,3,1
100,20,5,0.5,4,1
7,2,5,3.8,4,0
76,16,5,3.9,3,1
71,10,5,10.0,4,1
86,8,3,3.0,2,1
42,4,5,8.2,1,0
0,9,2,0.5,3,0
50,14,5,5.3,2,1
23,13,1,5.4,0,0
98,3,3,6.3,0,0
23,20,1,8.1,4,1
16,19,3,7.6,4,1
4,1,1,7.6,2,0
19,11,0,4.3,0,0
20,0,4,7.3,5,0
57,19,4,4.9,3,1
30,4,3,0.7,5,0
99,5,0,8.9,1,1
10,10,2,8.9,4,0
51,7,0,3.2,2,0
14,6,3,9.1,5,0
82,3,0,7.6,4,0
6,5,2,4.0,2,0
27,15,3,3.3,0,1
50,19,4,9.8,4,1
57,14,5,7.1,5,1
4,13,0,3.8,2,0
4,11,4,6.4,2,0
93,11,4,5.7,5,1
95,15,1,5.2,4,1
7,14,2,6.4,1,0
63,12,5,5.4,3,1
9,10,0,6.5,0,0
37,16,4,9.1,5,1
95,20,4,9.9,5,1
91,14,2,7.1,4,1
80,13,5,9.3,4,1
94,9,5,8.6,1,1
7,11,4,3.0,0,0
24,15,4,9.3,4,1
72,14,4,0.7,1,1
65,9,4,3.3,5,1
78,3,1,6.4,3,0
49,8,1,5.3,2,0
66,20,5,5.4,3,1
48,19,3,7.9,3,1
35,8,0,1.9,3,0
67,20,2,9.8,3,1
77,19,3,4.4,2,1
40,10,1,9.5,5,0
88,10,1,3.8,0,0
61,6,1,6.0,0,0
9,20,3,4.5,5,1
20,9,1,6.8,1,0
35,3,3,1.8,1,0
11,4,1,4.0,4,0
90,4,4,0.7,3,0
1,10,4,6.0,3,0
12,8,0,9.6,2,0
52,15,1,0.5,3,1
31,8,0,6.6,2,0
94,3,3,7.8,4,1
15,1,0,2.1,1,0
31,13,1,2.7,1,0
31,2,3,2.0,4,0
97,17,3,3.0,4,1
10,20,4,1.1,5,1
9,5,3,3.7,3,0
14,10,3,3.7,1,0
16,20,0,8.1,0,0
39,17,5,8.0,4,1
17,11,3,8.0,1,0
54,4,2,5.7,1,0
72,8,5,3.3,2,1
24,19,4,4.1,1,1
58,17,4,3.2,4,1
77,18,3,5.8,3,1
88,2,0,9.4,1,0
21,8,5,2.8,0,0
29,3,4,4.6,4,0
83,16,4,6.6,3,1
84,16,2,8.4,5,1
43,1,3,2.5,3,0
31,8,5,2.8,4,0
50,8,4,8.9,5,1
45,4,4,0.8,3,0
20,14,4,6.1,0,1
98,14,4,8.6,1,1
31,2,0,9.2,4,0
93,18,1,0.1,1,1
38,2,2,3.7,1,0
11,5,0,2.6,3,0
46,3,2,5.7,4,0
17,12,4,6.3,1,0
20,12,2,10.0,2,0
12,10,3,5.1,0,0
20,4,3,5.5,5,0
7,0,1,4.1,3,0
45,8,1,1.5,4,0
6,16,2,3.0,4,0
22,0,0,2.5,3,0
95,2,0,8.0,1,0
74,14,4,5.5,3,1
85,20,0,3.0,4,1
21,9,1,4.9,2,0
88,7,0,2.2,1,0
21,11,4,1.9,5,1
91,14,3,8.6,3,1
28,8,0,9.4,4,0
12,9,0,0.8,5,0
81,19,1,7.6,4,1
1,8,2,4.5,4,0
28,14,3,3.9,2,0
84,20,2,6.9,1,1
78,20,4,2.7,3,1
51,0,4,0.2,1,0
26,1,2,2.1,4,0
49,18,1,1.8,2,1
94,13,5,0.3,5,1
78,7,1,3.2,2,0
22,5,5,4.7,4,0
87,11,5,7.4,1,1
43,14,1,3.3,5,1
76,13,5,1.9,1,1
21,20,5,2.3,2,1
42,0,5,8.9,5,0
36,10,3,2.0,0,0
60,2,4,8.8,2,0
96,18,5,4.5,5,1
55,17,4,9.3,2,1
2,19,4,4.1,3,1
62,1,3,1.8,2,0
18,6,4,5.5,0,0
22,7,2,5.9,5,0
28,18,0,6.4,5,1
29,14,3,4.1,2,1
38,9,0,0.5,1,0
24,0,2,6.3,3,0
100,5,1,9.3,3,1
7,12,1,9.6,2,0
57,13,5,6.0,3,1
